Algeria,15-02-2020,ull
Algeria,16-02-2020,null
Algeria,17-02-2020,null
Algeria,18-02-2020,null
Algeria,19-02-2020,null
Algeria,20-02-2020,null
Algeria,21-02-2020,null
Algeria,22-02-2020,null
Algeria,23-02-2020,null
Algeria,24-02-2020,null
Algeria,25-02-2020,null
Algeria,26-02-2020,0
Algeria,27-02-2020,0
Algeria,28-02-2020,0
Algeria,29-02-2020,0
Algeria,01-03-2020,2
Algeria,02-03-2020,2
Algeria,03-03-2020,3
Algeria,04-03-2020,9
Algeria,05-03-2020,0
Algeria,06-03-2020,0
Algeria,07-03-2020,2
Algeria,08-03-2020,1
Algeria,09-03-2020,0
Algeria,10-03-2020,0
Algeria,11-03-2020,0
Algeria,12-03-2020,6
Algeria,13-03-2020,0
Algeria,14-03-2020,13
Algeria,15-03-2020,15
Algeria,16-03-2020,6
Algeria,17-03-2020,1
Algeria,18-03-2020,14
Algeria,19-03-2020,15
Algeria,20-03-2020,4
Algeria,21-03-2020,45
Algeria,22-03-2020,62
Algeria,23-03-2020,29
Algeria,24-03-2020,34
Algeria,25-03-2020,38
Algeria,26-03-2020,65
Algeria,27-03-2020,42
Algeria,28-03-2020,45
Algeria,29-03-2020,57
Algeria,30-03-2020,73
Algeria,31-03-2020,132
Algeria,01-04-2020,131
Algeria,02-04-2020,139
Algeria,03-04-2020,185
Algeria,04-04-2020,80
Algeria,05-04-2020,69
Algeria,06-04-2020,103
Algeria,07-04-2020,45
Algeria,08-04-2020,104
Algeria,09-04-2020,94
Algeria,10-04-2020,95
Algeria,11-04-2020,64
Algeria,12-04-2020,89
Algeria,13-04-2020,69
Algeria,14-04-2020,87
Algeria,15-04-2020,90
Algeria,16-04-2020,108
Algeria,17-04-2020,150
Algeria,18-04-2020,116
Algeria,19-04-2020,95
Algeria,20-04-2020,89
Algeria,21-04-2020,93
Algeria,22-04-2020,99
Algeria,23-04-2020,97
Algeria,24-04-2020,120
Algeria,25-04-2020,129
Algeria,26-04-2020,126
Algeria,27-04-2020,135
Algeria,28-04-2020,132
Algeria,29-04-2020,199
Algeria,30-04-2020,158
Algeria,01-05-2020,148
Algeria,02-05-2020,141
Algeria,03-05-2020,179
Algeria,04-05-2020,174
Algeria,05-05-2020,190
Algeria,06-05-2020,159
Algeria,07-05-2020,185
Algeria,08-05-2020,187
Algeria,09-05-2020,189
Algeria,10-05-2020,165
Algeria,11-05-2020,168
Algeria,12-05-2020,176
Algeria,13-05-2020,186
Algeria,14-05-2020,189
Algeria,15-05-2020,187
Algeria,16-05-2020,192
Algeria,17-05-2020,198
Algeria,18-05-2020,182
Algeria,19-05-2020,176
Algeria,20-05-2020,165
Algeria,21-05-2020,186
Algeria,22-05-2020,190
Algeria,23-05-2020,195
Algeria,24-05-2020,193
Algeria,25-05-2020,197
Algeria,26-05-2020,194
Algeria,27-05-2020,160
Algeria,28-05-2020,140
Algeria,29-05-2020,137
Algeria,30-05-2020,133
Algeria,31-05-2020,127
Algeria,01-06-2020,119
Algeria,02-06-2020,113
Algeria,03-06-2020,107
Algeria,04-06-2020,98
Algeria,05-06-2020,104
Algeria,06-06-2020,115
Algeria,07-06-2020,104
Algeria,08-06-2020,111
Algeria,09-06-2020,117
Algeria,10-06-2020,102
Algeria,11-06-2020,105
Algeria,12-06-2020,109
Algeria,13-06-2020,112
Algeria,14-06-2020,109
Algeria,15-06-2020,112
Algeria,16-06-2020,116
Algeria,17-06-2020,121
Algeria,18-06-2020,117
Algeria,19-06-2020,119
Algeria,20-06-2020,127
Algeria,21-06-2020,140
Algeria,22-06-2020,149
Algeria,23-06-2020,156
Algeria,24-06-2020,172
Algeria,25-06-2020,197
Algeria,26-06-2020,240
Algeria,27-06-2020,283
Algeria,28-06-2020,305
Algeria,29-06-2020,298
Algeria,30-06-2020,336
Algeria,01-07-2020,365
Algeria,02-07-2020,385
Algeria,03-07-2020,413
Algeria,04-07-2020,430
Algeria,05-07-2020,441
Algeria,06-07-2020,463
Algeria,07-07-2020,475
Algeria,08-07-2020,469
Algeria,09-07-2020,460
Algeria,10-07-2020,434
Algeria,11-07-2020,470
Algeria,12-07-2020,483
Algeria,13-07-2020,494
Algeria,14-07-2020,527
Algeria,15-07-2020,554
Algeria,16-07-2020,585
Algeria,17-07-2020,593
Algeria,18-07-2020,601
Algeria,19-07-2020,535
Algeria,20-07-2020,607
Algeria,21-07-2020,587
Algeria,22-07-2020,594
Algeria,23-07-2020,612
Algeria,24-07-2020,675
Algeria,25-07-2020,605
Algeria,26-07-2020,593
Algeria,27-07-2020,616
Algeria,28-07-2020,642
Algeria,29-07-2020,614
Algeria,30-07-2020,602
Algeria,31-07-2020,563
Algeria,01-08-2020,556
Algeria,02-08-2020,515
Algeria,03-08-2020,507
Algeria,04-08-2020,532
Algeria,05-08-2020,551
Algeria,06-08-2020,571
Algeria,07-08-2020,529
Algeria,08-08-2020,538
Algeria,09-08-2020,521
Algeria,10-08-2020,498
Algeria,11-08-2020,492
Algeria,12-08-2020,495
Algeria,13-08-2020,488
Algeria,14-08-2020,477
Algeria,15-08-2020,469
Algeria,16-08-2020,450
Algeria,17-08-2020,442
Algeria,18-08-2020,419
Algeria,19-08-2020,403
Algeria,20-08-2020,411
Algeria,21-08-2020,409
Algeria,22-08-2020,401
Algeria,23-08-2020,392
Algeria,24-08-2020,398
Algeria,25-08-2020,370
Algeria,26-08-2020,391
Algeria,27-08-2020,397
Algeria,28-08-2020,387
Algeria,29-08-2020,378
Algeria,30-08-2020,365
Algeria,31-08-2020,348
Algeria,01-09-2020,339
Algeria,02-09-2020,325
Algeria,03-09-2020,311
Algeria,04-09-2020,304
Algeria,05-09-2020,298
Algeria,06-09-2020,293
Algeria,07-09-2020,289
Algeria,08-09-2020,285
Algeria,09-09-2020,278
Algeria,10-09-2020,272
Algeria,11-09-2020,264
Algeria,12-09-2020,255
Algeria,13-09-2020,247
Algeria,14-09-2020,242
Algeria,15-09-2020,238
Algeria,16-09-2020,232
Algeria,17-09-2020,228
Algeria,18-09-2020,219
Algeria,19-09-2020,210
Algeria,20-09-2020,203
Algeria,21-09-2020,197
Algeria,22-09-2020,191
Algeria,23-09-2020,186
Algeria,24-09-2020,179
Algeria,25-09-2020,175
Algeria,26-09-2020,160
Algeria,27-09-2020,153
Algeria,28-09-2020,146
Algeria,29-09-2020,155
Algeria,30-09-2020,162
Algeria,01-10-2020,160
Algeria,02-10-2020,157
Algeria,03-10-2020,148
Algeria,04-10-2020,141
Algeria,05-10-2020,134
Algeria,06-10-2020,129
Algeria,07-10-2020,121
Algeria,08-10-2020,138
Algeria,09-10-2020,146
Algeria,10-10-2020,136
Algeria,11-10-2020,132
Algeria,12-10-2020,153
Algeria,13-10-2020,174
Algeria,14-10-2020,185
Algeria,15-10-2020,193
Algeria,16-10-2020,221
Algeria,17-10-2020,205
Algeria,18-10-2020,199
Algeria,19-10-2020,214
Algeria,20-10-2020,213
Algeria,21-10-2020,252
Algeria,22-10-2020,276
Algeria,23-10-2020,273
Algeria,24-10-2020,250
Algeria,25-10-2020,263
Algeria,26-10-2020,276
Algeria,27-10-2020,287
Algeria,28-10-2020,320
Algeria,29-10-2020,306
Algeria,30-10-2020,319
Algeria,31-10-2020,291
Algeria,01-11-2020,330
Algeria,02-11-2020,302
Algeria,03-11-2020,405
Algeria,04-11-2020,548
Algeria,05-11-2020,642
Algeria,06-11-2020,631
Algeria,07-11-2020,581
Algeria,08-11-2020,670
Algeria,09-11-2020,642
Algeria,10-11-2020,753
Algeria,11-11-2020,811
Algeria,12-11-2020,851
Algeria,13-11-2020,867
Algeria,14-11-2020,844
Algeria,15-11-2020,860
Algeria,16-11-2020,910
Algeria,17-11-2020,1002
Algeria,18-11-2020,1038
Algeria,19-11-2020,1023
Algeria,20-11-2020,1103
Algeria,21-11-2020,1019
Algeria,22-11-2020,1088
Algeria,23-11-2020,1005
Algeria,24-11-2020,1133
Algeria,25-11-2020,1025
Algeria,26-11-2020,1085
Algeria,27-11-2020,1058
Algeria,28-11-2020,1044
Algeria,29-11-2020,1009
Algeria,30-11-2020,978
Algeria,01-12-2020,953
Algeria,02-12-2020,932
Algeria,03-12-2020,843
Algeria,04-12-2020,803
Algeria,05-12-2020,772
Algeria,06-12-2020,750
Algeria,07-12-2020,573
Algeria,08-12-2020,591
Algeria,09-12-2020,598
Algeria,10-12-2020,565
Algeria,11-12-2020,542
Algeria,12-12-2020,517
Algeria,13-12-2020,464
Algeria,14-12-2020,495
Algeria,15-12-2020,468
Algeria,16-12-2020,442
Algeria,17-12-2020,426
Algeria,18-12-2020,438
Algeria,19-12-2020,410
Algeria,20-12-2020,422
Algeria,21-12-2020,456
Algeria,22-12-2020,410
Algeria,23-12-2020,480
Algeria,24-12-2020,458
Algeria,25-12-2020,434
Algeria,26-12-2020,416
Algeria,27-12-2020,392
Algeria,28-12-2020,382
Algeria,29-12-2020,357
Algeria,30-12-2020,323
Algeria,31-12-2020,299
Algeria,01-01-2021,287
Algeria,02-01-2021,262
Algeria,03-01-2021,249
Algeria,04-01-2021,237
Algeria,05-01-2021,228
Algeria,06-01-2021,247
Algeria,07-01-2021,262
Algeria,08-01-2021,275
Algeria,09-01-2021,256
Algeria,10-01-2021,231
Algeria,11-01-2021,225
Algeria,12-01-2021,272
Algeria,13-01-2021,219
Algeria,14-01-2021,267
Algeria,15-01-2021,254
Algeria,16-01-2021,230
Algeria,17-01-2021,222
Algeria,18-01-2021,259
Algeria,19-01-2021,249
Algeria,20-01-2021,265
Algeria,21-01-2021,246
Algeria,22-01-2021,272
Algeria,23-01-2021,245
Algeria,24-01-2021,227
Algeria,25-01-2021,258
Algeria,26-01-2021,243
Algeria,27-01-2021,262
Algeria,28-01-2021,251
Algeria,29-01-2021,277
Algeria,30-01-2021,235
Algeria,31-01-2021,217
Algeria,01-02-2021,239
Algeria,02-02-2021,263
Algeria,03-02-2021,275
Algeria,04-02-2021,265
Algeria,05-02-2021,248
Algeria,06-02-2021,223
Algeria,07-02-2021,236
Algeria,08-02-2021,225
Algeria,09-02-2021,246
Algeria,10-02-2021,223
Algeria,11-02-2021,267
Algeria,12-02-2021,254
Algeria,13-02-2021,210
Algeria,14-02-2021,198
Algeria,15-02-2021,183
Algeria,16-02-2021,175
Algeria,17-02-2021,178
Algeria,18-02-2021,171
Algeria,19-02-2021,182
Algeria,20-02-2021,164
Algeria,21-02-2021,153
Algeria,22-02-2021,177
Algeria,23-02-2021,185
Algeria,24-02-2021,182
Algeria,25-02-2021,161
Algeria,26-02-2021,183
Algeria,27-02-2021,155
Algeria,28-02-2021,132
Algeria,01-03-2021,163
Algeria,02-03-2021,175
